employee_id,overtime_hrs,manager_changes,engagement,left_company
447,308.98,487.35,65,1
448,71.2,446.66,78,1
449,259.55,141.8,57,0
450,118.14,316.59,29,0
451,346.07,207.99,26,0
452,367.35,320.71,50,1
453,463.21,204.92,55,1
454,380.47,209.81,69,1
455,264.21,121.99,44,0
456,206.72,298.16,88,1
457,185.98,411.35,44,1
458,126.66,411.19,21,0
459,378.24,470.1,66,1
460,401.32,35.93,52,0
461,116.46,63.09,43,0
462,237.46,142.58,41,0
463,481.26,491.49,52,1
464,208.21,428.74,78,1
465,171.27,231.29,42,0
466,10.18,195.49,76,0
467,57.99,376.34,49,0
468,436.44,174.79,67,1
469,89.14,190.29,63,0
470,367.14,138.95,57,0
471,444.12,152.49,69,1
472,97.15,45.48,59,0
473,450.88,173.92,60,1
474,370.22,82.24,47,0
475,377.13,194.59,69,1
476,31.39,391.83,44,0
477,39.53,160.95,73,0
478,30.31,419.51,27,0
479,55.0,303.73,49,0
480,462.51,149.17,76,1
481,23.56,133.6,33,0
482,60.45,128.9,49,0
483,281.58,316.16,75,1
484,400.11,81.18,58,0
485,462.77,461.61,55,1
486,117.92,24.75,78,0
487,372.77,167.82,60,1
488,432.08,389.85,56,1
489,69.56,356.85,83,0
490,193.51,469.69,64,1
491,495.6,73.44,24,1
492,454.0,115.55,56,1
493,71.14,176.96,59,0
494,27.68,458.02,94,0
495,44.54,428.06,76,0
496,46.57,138.52,64,0
497,118.25,386.62,62,0
498,117.85,346.57,31,0
499,61.54,309.5,54,0
500,341.28,411.35,36,1
501,390.33,469.9,67,1
502,340.22,400.88,59,1
503,124.94,308.84,77,0
504,265.93,372.31,28,1
505,244.63,312.1,25,0
506,282.36,28.63,41,0
507,105.88,277.68,27,0
508,321.03,304.5,83,1
509,18.12,59.27,31,0
510,415.68,425.77,24,1
511,57.22,383.97,48,0
512,398.12,303.71,64,1
513,191.47,195.23,88,0
514,403.18,109.75,21,0
515,31.69,269.76,85,0
516,257.82,431.34,59,1
517,232.07,42.21,38,0
518,217.32,129.33,33,0
519,133.26,427.17,68,1
520,223.57,137.81,48,0
521,317.68,116.48,85,0
522,28.53,45.45,20,0
523,367.23,498.57,20,1
524,343.31,364.48,30,1
525,132.78,469.34,45,1
526,470.59,463.07,35,1
527,126.61,88.97,79,0
528,461.39,33.19,84,0
529,191.59,486.33,45,1
530,474.22,88.6,83,1
531,47.07,251.7,86,0
532,77.78,390.93,46,0
533,136.31,82.95,32,0
534,256.8,359.57,93,1
535,58.97,75.91,38,0
536,126.45,59.07,54,0
537,30.63,146.91,65,0
538,176.44,158.83,49,0
539,218.6,67.2,48,0
540,246.96,48.49,48,0
541,344.97,75.32,36,0
542,309.23,112.73,20,0
543,49.29,425.35,30,0
544,186.13,437.55,91,1
545,175.98,26.56,29,0
546,238.89,179.1,94,0
547,113.26,335.6,25,0
548,17.68,75.83,92,0
549,199.03,26.02,45,0
550,214.98,198.49,65,0
551,221.14,349.26,30,1
552,439.22,225.16,74,1
553,270.13,159.44,94,0
554,337.5,424.77,26,1
555,106.24,126.95,57,0
556,353.51,417.28,74,1
557,43.82,419.88,50,0
558,487.19,109.94,41,1
559,95.45,476.12,24,1
560,418.74,112.87,43,0
561,172.4,435.34,34,1
562,259.99,196.88,28,0
563,146.09,371.16,92,1
564,445.1,334.44,49,1
565,374.86,110.92,38,0
566,285.57,27.96,87,0
567,188.41,207.39,26,0
568,312.15,156.12,42,0
569,369.27,375.02,66,1
570,96.02,24.71,54,0
571,419.72,481.32,38,1
572,110.66,83.64,71,0
573,299.41,213.4,79,1
574,199.61,365.96,47,1
575,483.65,363.98,89,1
576,109.61,218.72,76,0
577,339.43,446.57,56,1
578,225.57,57.87,53,0
579,409.67,179.51,27,1
580,475.34,235.22,57,1
581,118.74,371.95,39,0
582,72.39,257.73,50,0
583,478.63,113.67,70,1
584,14.93,276.93,82,0
585,431.87,406.39,59,1
586,30.26,460.01,41,0
587,327.48,407.17,42,1
588,290.91,234.64,55,0
589,405.58,392.39,59,1
590,101.41,462.11,23,0
591,465.73,454.1,30,1
592,209.15,499.78,85,1
593,30.16,131.1,61,0
594,201.04,203.77,78,0
595,307.66,109.78,29,0
596,405.08,454.68,59,1
597,473.74,435.72,92,1
598,486.06,281.08,28,1
599,223.16,85.85,83,0
600,245.46,38.6,43,0
601,33.84,122.78,45,0
602,186.72,211.19,38,0
603,294.47,98.1,64,0
604,352.14,426.54,32,1
605,100.18,463.3,86,1
606,278.24,93.42,60,0
607,345.71,431.1,29,1
608,329.82,385.58,64,1
609,30.2,473.22,72,0
610,309.72,477.66,80,1
611,343.02,181.23,78,1
612,336.94,225.57,94,1
613,107.55,474.4,57,1
614,137.72,165.72,33,0
615,22.6,373.38,66,0
616,103.88,357.47,94,0
617,343.0,113.51,91,0
618,183.17,292.74,92,0
619,24.27,375.2,51,0
620,144.07,275.98,69,0
621,167.56,304.38,78,0
622,401.3,497.74,94,1
623,335.48,67.19,71,0
624,448.11,122.4,79,1
625,246.62,93.69,82,0
626,27.41,474.48,53,0
627,35.31,62.62,94,0
628,482.15,416.9,75,1
629,268.71,108.12,74,0
630,290.03,238.34,59,1
631,16.61,158.3,34,0
632,425.63,233.8,53,1
633,397.9,342.08,37,1
634,450.72,10.5,29,0
635,344.0,82.32,27,0
636,104.41,418.45,58,0
637,60.5,130.07,72,0
638,308.02,282.1,53,1
639,160.87,137.96,33,0
640,298.96,33.84,89,0
641,451.4,236.17,64,1
642,223.88,171.44,49,0
643,163.37,493.1,76,1
644,155.43,219.61,20,0
645,305.44,448.15,67,1
646,493.06,460.77,92,1
647,316.81,215.65,61,1
648,56.47,210.84,63,0
649,135.3,370.17,20,0
650,88.67,405.81,21,0
651,229.47,14.97,50,0
652,364.27,477.03,49,1
653,379.4,273.6,46,1
654,77.63,53.93,84,0
655,16.32,445.53,92,0
656,479.94,233.64,32,1
657,417.67,17.93,71,0
658,185.36,272.38,81,0
659,260.12,74.14,51,0
660,304.66,121.29,52,0
661,187.21,221.42,90,0
662,282.7,400.82,81,1
663,229.86,10.93,88,0
664,176.14,427.6,58,1
665,98.03,317.12,92,0
666,439.63,354.56,58,1
667,335.32,199.7,66,1
668,105.2,322.9,27,0
669,23.34,178.75,62,0
670,178.47,272.25,55,0
671,20.11,320.09,53,0
672,483.28,31.7,64,0
673,181.77,391.56,42,1
674,351.37,237.27,83,1
675,119.28,301.02,87,0
676,434.0,269.1,44,1
677,415.69,18.54,94,0
678,143.05,313.92,45,0
679,255.41,196.67,36,0
680,317.48,76.95,22,0
681,116.48,492.36,40,1
682,226.4,304.34,75,1
683,207.52,230.79,53,0
684,218.33,11.88,56,0
685,94.31,319.98,86,0
686,134.19,35.96,87,0
687,403.92,284.77,63,1
688,26.26,418.85,39,0
689,340.16,446.39,40,1
690,58.83,477.12,73,1
691,359.69,234.99,50,1
692,259.9,71.33,36,0
693,489.54,396.37,87,1
694,397.25,249.4,75,1
695,55.22,463.06,88,1
696,174.75,495.1,79,1
697,339.92,464.56,22,1
698,302.9,252.55,32,1
699,202.76,385.18,84,1
700,438.85,281.4,68,1
701,296.0,154.62,57,0
702,245.87,273.27,32,0
703,298.88,70.69,21,0
704,199.98,183.47,81,0
705,429.07,351.02,35,1
706,109.27,249.75,93,0
707,143.15,45.1,87,0
708,344.71,409.21,39,1
709,297.48,324.07,76,1
710,120.28,139.83,62,0
711,183.48,313.31,80,0
712,340.0,128.24,48,0
713,309.21,210.32,47,0
714,274.83,102.3,74,0
715,302.05,193.35,68,0
716,324.89,192.13,89,1
717,103.15,17.06,82,0
718,106.77,255.45,23,0
719,52.0,321.34,38,0
720,420.63,391.87,88,1
721,173.05,381.11,71,1
722,375.47,384.99,90,1
723,309.74,428.89,94,1
724,239.86,95.14,50,0
725,244.01,105.79,83,0
726,423.99,234.55,79,1
727,196.23,124.22,40,0
728,181.29,439.35,21,1
729,288.96,130.12,62,0
730,132.65,109.75,25,0
731,196.47,418.2,66,1
732,176.43,208.26,91,0
733,140.16,397.08,72,1
734,106.18,499.44,59,1
735,42.77,143.65,69,0
736,405.69,317.28,41,1
737,142.55,181.34,80,0
738,217.89,237.81,22,0
739,434.79,369.28,59,1
740,90.17,421.21,61,0
741,219.48,58.93,71,0
742,349.58,484.51,27,1
743,42.84,39.57,46,0
744,406.08,328.01,48,1
745,61.52,17.66,52,0
746,328.94,283.55,51,1
747,475.67,416.19,35,1
748,107.89,46.79,45,0
749,108.92,82.03,39,0
750,225.84,332.86,26,0
751,337.7,350.39,74,1
752,416.8,238.98,33,1
753,327.2,349.84,33,1
754,53.11,84.04,33,0
755,225.0,75.68,69,0
756,58.0,39.56,68,0
757,145.96,341.44,28,0
758,59.59,275.57,25,0
759,305.49,103.89,64,0
760,334.03,360.62,89,1
761,448.21,404.13,28,1
762,259.07,138.32,68,0
763,282.86,130.52,69,0
764,226.41,388.3,77,1
765,86.78,320.81,47,0
766,39.31,363.73,61,0
767,27.98,150.43,44,0
768,78.76,20.9,28,0
769,369.3,461.93,67,1
770,129.24,222.3,92,0
771,495.63,65.47,21,0
772,160.29,30.12,39,0
773,113.04,441.54,78,1
774,110.57,28.56,94,0
775,376.83,266.53,57,1
776,297.23,179.19,36,0
777,251.21,341.9,57,1
778,330.37,240.62,56,1
779,74.88,172.14,54,0
780,62.52,99.47,89,0
781,81.27,138.98,53,0
782,73.11,426.54,75,0
783,405.29,98.79,61,0
784,377.95,134.97,86,1
785,362.33,340.9,43,1
786,295.27,223.09,35,0
787,80.15,360.69,51,0
788,455.68,254.21,80,1
789,144.1,381.94,36,0
790,15.57,218.99,20,0
791,422.9,457.57,83,1
792,279.87,281.35,76,1
793,379.43,460.5,76,1
794,18.35,306.66,32,0
795,176.15,47.76,61,0
796,484.11,348.02,62,1
797,204.22,450.25,48,1
798,448.74,74.38,71,1
799,187.43,208.67,77,0
800,24.99,429.22,24,0
